profile_id,account_age,verified_status,number_of_jobs_applied,response_rate,completion_rate,feedback_score,total_earnings,last_login_ip,last_login_time,device_type,number_of_refunds,reported_fraud
746,3 years,verified,75,0.54,0.98,2.8,9003,176.90.25.94,2024-06-18 14:02:48,Mobile,0,True
747,3 years,verified,10,0.24,0.86,2.7,210,200.12.43.190,2024-03-04 20:28:02,Mobile,4,False
748,1 year,unverified,25,0.12,0.87,4.6,8230,203.88.236.15,2024-09-20 15:32:12,PC,0,True
749,6 months,verified,5,0.77,0.62,2.9,1006,196.135.61.40,2024-05-18 12:19:18,Tablet,0,True
750,2 years,verified,47,0.57,0.21,1.3,2574,199.208.114.192,2024-04-02 10:27:24,PC,1,False
751,1 year,unverified,11,0.78,0.41,1.8,7822,202.238.175.215,2024-05-08 17:21:56,Tablet,5,False
752,1 year,unverified,10,0.17,0.53,1.8,8067,208.98.176.69,2024-01-02 19:22:05,Tablet,1,False
753,6 months,unverified,64,0.72,0.91,3.2,7576,16.69.0.159,2024-05-14 15:26:23,Mobile,2,False
754,3 years,unverified,23,0.47,0.8,2.5,8890,70.194.137.3,2024-07-26 20:12:38,Tablet,3,True
755,2 years,unverified,84,0.8,0.3,3.2,1851,93.106.42.34,2024-09-25 08:49:55,Tablet,5,False
756,6 months,verified,96,0.98,0.66,4.5,4810,198.47.57.253,2024-09-05 23:33:40,PC,4,True
757,1 year,verified,50,0.77,0.14,1.4,1936,96.170.32.35,2024-04-22 21:27:42,PC,3,True
758,3 years,unverified,94,0.68,0.92,4.5,5883,35.83.118.73,2024-08-09 12:07:05,Mobile,1,False
759,6 months,verified,30,0.71,0.59,3.1,4724,28.203.114.99,2024-07-18 22:40:30,PC,1,False
760,1 year,unverified,56,0.51,0.71,4.5,8554,204.22.207.112,2024-06-08 08:35:36,Mobile,5,True
761,3 years,unverified,9,0.94,0.92,3.0,5418,141.242.186.146,2024-07-14 22:47:18,Tablet,4,True
762,1 year,unverified,34,0.88,0.55,1.7,1729,169.122.41.54,2024-08-09 20:54:52,PC,3,False
763,2 years,unverified,1,0.64,0.2,4.6,3797,38.182.73.188,2024-06-27 11:35:06,PC,3,True
764,1 year,verified,87,0.35,0.35,3.7,4653,217.183.26.204,2024-01-11 17:46:01,Mobile,1,True
765,2 years,verified,13,0.2,0.18,1.6,6192,216.126.98.3,2024-03-27 00:24:09,PC,0,False
766,2 years,verified,56,0.2,0.51,2.6,4548,96.118.85.114,2024-02-04 07:19:59,Tablet,5,False
767,6 months,unverified,98,0.19,0.64,4.6,7476,36.37.236.154,2024-07-10 19:50:58,Tablet,2,False
768,3 years,verified,74,0.12,0.37,3.5,8769,210.252.213.147,2024-08-09 00:21:17,Tablet,0,True
769,3 years,unverified,28,0.34,0.34,4.0,1366,130.13.98.130,2024-09-25 10:13:20,Tablet,0,False
770,2 years,verified,34,0.29,0.15,3.3,3416,7.206.70.124,2024-07-15 10:36:45,Mobile,0,False
771,1 year,unverified,100,0.77,0.27,3.1,1120,135.248.215.140,2024-05-15 16:03:49,Tablet,2,True
772,1 month,unverified,7,0.88,0.22,3.9,3179,108.106.153.65,2024-02-24 18:40:58,Mobile,1,False
773,6 months,unverified,58,0.34,0.2,3.9,1148,47.111.166.176,2024-09-27 18:34:05,PC,4,False
774,2 years,verified,49,0.28,0.38,1.1,1782,133.98.235.10,2024-07-29 04:31:18,Tablet,0,True
775,1 year,verified,93,0.69,0.37,3.4,4136,130.93.201.143,2024-01-11 02:21:04,PC,1,False
776,1 year,unverified,52,0.86,0.63,4.5,8686,196.222.236.122,2024-06-22 12:04:40,Tablet,0,True
777,6 months,verified,55,0.27,0.54,4.9,4437,98.156.175.59,2024-08-14 01:06:13,Tablet,2,True
778,6 months,unverified,85,0.78,0.59,2.3,3705,214.130.126.167,2024-09-10 23:23:47,PC,4,False
779,1 year,verified,79,0.56,0.97,4.6,4473,184.119.250.211,2024-07-04 08:15:47,Mobile,3,False
780,1 year,verified,100,0.58,0.53,4.6,3174,177.85.3.236,2024-08-14 07:14:42,PC,0,False
781,1 year,unverified,5,0.85,0.78,1.7,2805,171.248.186.231,2024-10-01 02:13:05,Tablet,0,True
782,6 months,verified,44,0.2,0.34,3.5,961,206.202.33.149,2024-04-06 18:18:56,Mobile,4,True
783,1 month,unverified,79,0.63,0.81,2.9,2900,202.179.0.195,2024-09-26 05:15:45,PC,5,False
784,6 months,unverified,75,0.67,0.83,1.6,5111,218.120.156.189,2024-08-14 07:58:47,PC,2,True
785,1 month,unverified,31,0.71,0.49,3.4,1444,6.226.232.202,2024-01-15 03:35:16,PC,5,False
786,2 years,unverified,88,0.63,0.93,4.6,1714,222.109.85.31,2024-08-05 05:27:29,PC,0,False
787,3 years,verified,98,0.53,0.87,1.6,4273,91.95.109.155,2024-04-06 23:38:19,Mobile,3,False
788,2 years,unverified,54,0.34,0.2,3.9,8881,196.209.13.19,2024-08-27 19:57:41,Mobile,3,True
789,1 year,verified,32,0.56,0.93,2.1,975,208.215.132.105,2024-03-31 13:45:51,Tablet,0,True
790,3 years,verified,17,0.12,0.74,3.9,1554,168.43.2.77,2024-03-27 13:26:58,PC,0,False
791,3 years,unverified,18,0.82,0.48,1.7,6205,194.2.126.62,2024-02-27 19:02:47,Tablet,0,False
792,1 year,unverified,45,0.36,0.74,2.6,591,162.40.82.42,2024-01-27 05:43:58,Mobile,5,True
793,1 month,verified,62,0.13,0.91,1.8,1892,35.172.119.194,2024-03-11 00:40:06,Tablet,5,False
794,6 months,verified,19,0.66,0.92,5.0,3222,150.99.86.119,2024-07-26 10:33:35,Tablet,3,False
795,1 month,verified,47,0.21,0.52,1.5,6418,187.84.73.93,2024-05-16 06:50:56,Tablet,4,True
796,2 years,verified,26,0.53,0.95,3.4,8617,19.253.114.148,2024-04-01 16:54:53,Mobile,4,True
797,3 years,verified,97,0.15,0.32,1.8,2945,219.192.39.93,2024-06-10 02:37:30,PC,1,True
798,1 month,unverified,16,0.79,0.4,4.5,5702,216.248.11.106,2024-07-14 05:59:58,Tablet,3,True
799,6 months,unverified,43,0.89,0.68,2.3,4756,47.42.55.115,2024-03-21 21:06:26,Tablet,1,False
800,2 years,unverified,46,0.53,0.34,2.7,4847,136.116.181.84,2024-08-18 17:21:43,PC,3,True
801,1 month,unverified,46,0.58,0.41,2.6,303,66.212.143.176,2024-01-06 07:41:35,Mobile,2,True
802,1 year,verified,21,0.7,0.11,2.8,4448,135.76.163.79,2024-01-28 01:15:12,Tablet,4,True
803,6 months,unverified,71,0.11,0.48,1.2,9992,7.193.92.89,2024-07-17 16:50:33,Mobile,1,False
804,3 years,verified,40,0.35,0.21,2.6,5595,47.247.188.109,2024-05-29 07:57:09,Tablet,5,True
805,2 years,unverified,37,0.23,0.99,4.3,7319,196.159.197.26,2024-06-30 22:38:40,Tablet,4,True
806,3 years,verified,57,0.24,0.88,5.0,2227,49.184.82.113,2024-10-03 07:47:58,Mobile,0,True
807,1 year,unverified,3,0.52,0.32,4.7,5803,221.247.68.41,2024-08-03 05:21:17,PC,1,False
808,3 years,verified,60,0.71,0.13,1.5,7087,111.173.141.202,2024-08-19 19:36:34,PC,4,True
809,1 year,unverified,95,0.91,0.6,2.5,3141,86.4.220.244,2024-05-21 14:08:26,Mobile,4,False
810,2 years,verified,34,0.53,0.94,2.1,9890,134.74.189.233,2024-09-20 21:53:57,Mobile,2,False
811,2 years,unverified,98,0.58,0.8,4.4,7816,142.11.206.50,2024-08-13 18:29:37,PC,0,False
812,1 year,verified,62,0.9,0.15,2.1,3867,193.132.33.122,2024-05-07 07:52:53,Tablet,0,False
813,6 months,unverified,84,0.87,0.24,4.1,1752,94.208.232.156,2024-08-02 11:12:25,Tablet,5,False
814,1 month,verified,87,0.14,1.0,3.9,5444,159.254.129.46,2024-05-25 01:22:40,PC,1,False
815,1 year,verified,16,0.72,0.69,1.4,405,139.172.104.122,2024-06-17 02:05:39,Tablet,0,True
816,1 year,unverified,44,0.61,0.22,2.4,3124,193.209.243.133,2024-04-22 17:33:32,Mobile,1,True
817,6 months,unverified,63,0.37,0.18,3.8,7805,176.157.149.215,2024-01-13 01:45:50,PC,0,False
818,2 years,verified,65,0.71,0.8,3.5,5197,97.145.7.57,2024-04-13 22:54:57,Mobile,2,False
819,3 years,verified,12,0.21,0.61,1.5,3980,145.246.59.226,2024-07-25 09:59:09,Mobile,4,True
820,3 years,verified,78,0.64,0.96,3.6,7553,215.158.45.36,2024-07-17 14:21:06,Tablet,0,False
821,3 years,verified,8,0.77,0.8,2.7,9895,202.61.50.26,2024-09-10 15:08:14,PC,3,True
822,6 months,unverified,28,0.13,0.27,2.8,7984,61.115.3.138,2024-07-26 22:51:37,Tablet,2,True
823,2 years,unverified,13,0.85,1.0,4.0,3530,223.52.18.9,2024-01-04 04:57:49,Mobile,2,False
824,2 years,unverified,81,0.62,0.95,2.6,2956,193.175.81.180,2024-04-30 21:03:28,PC,0,False
825,2 years,verified,97,0.49,0.89,4.1,7508,220.47.199.29,2024-05-03 15:38:22,PC,1,False
826,1 month,unverified,56,0.62,0.72,1.0,1657,82.71.49.208,2024-06-16 04:36:41,Tablet,4,True
827,1 month,unverified,98,0.35,0.19,1.6,2587,94.60.117.126,2024-07-15 23:27:02,PC,0,True
828,6 months,verified,25,0.51,0.68,5.0,262,217.242.97.51,2024-03-26 16:58:07,PC,1,False
829,1 year,verified,85,0.98,0.75,4.9,4762,183.130.243.14,2024-05-23 14:05:01,Tablet,1,True
830,1 month,verified,46,0.38,0.59,3.2,7452,45.57.55.243,2024-03-24 15:27:25,Mobile,3,False
831,6 months,unverified,9,0.94,0.57,3.9,4956,161.50.216.206,2024-07-07 22:25:57,Tablet,0,False
832,1 year,verified,37,0.74,0.45,3.8,1436,66.149.16.85,2024-01-18 08:03:29,Tablet,4,True
833,6 months,verified,25,0.79,0.54,2.7,1388,53.0.16.189,2024-05-26 06:06:01,Mobile,0,False
834,2 years,verified,54,0.16,0.78,3.2,1868,54.203.185.140,2024-07-10 22:23:04,Tablet,3,True
835,2 years,verified,47,0.99,0.82,4.7,6131,43.123.145.231,2024-03-20 19:49:50,PC,3,True
836,1 month,unverified,2,0.94,0.72,3.7,1565,144.205.182.51,2024-04-29 08:49:49,Mobile,1,True
837,6 months,unverified,78,0.23,0.75,4.2,5354,145.159.72.77,2024-01-02 23:21:01,Mobile,2,True
838,3 years,verified,50,0.52,0.7,2.9,3234,139.172.147.123,2024-02-15 13:45:07,Tablet,4,True
839,2 years,unverified,68,0.22,0.44,1.1,6681,87.4.112.81,2024-04-10 07:56:20,Tablet,0,False
840,6 months,verified,36,0.42,0.6,1.9,3850,151.216.214.139,2024-01-04 16:44:51,PC,3,False
841,6 months,unverified,4,0.34,0.79,1.2,8489,133.188.30.85,2024-04-10 09:22:31,Mobile,5,False
842,1 month,verified,35,0.1,1.0,2.3,8916,11.154.46.72,2024-06-24 15:19:35,Tablet,4,False
843,3 years,verified,94,0.44,0.25,4.9,2045,210.224.218.150,2024-04-21 07:50:11,Mobile,5,True
844,1 month,verified,48,0.97,0.62,2.4,5419,175.10.47.82,2024-03-01 23:22:45,PC,5,True
845,3 years,verified,42,0.52,0.79,2.5,9223,112.55.128.246,2024-09-28 11:09:39,PC,4,True
846,1 month,verified,44,0.68,0.94,4.4,6803,89.82.237.149,2024-09-24 06:22:23,PC,4,True
847,2 years,unverified,38,0.67,0.93,4.2,9616,162.4.139.8,2024-05-19 17:48:04,PC,5,True
848,6 months,verified,28,0.51,0.87,1.8,1993,74.132.109.225,2024-01-18 18:44:57,Mobile,3,True
849,6 months,unverified,67,0.48,0.44,4.5,654,197.135.227.223,2024-06-16 09:16:58,Mobile,5,True
850,6 months,verified,30,0.98,0.29,2.2,8360,201.145.225.27,2024-01-21 19:19:18,Mobile,3,False
851,3 years,verified,1,0.37,0.38,1.9,5385,22.131.107.201,2024-01-23 04:26:31,Mobile,5,False
852,3 years,unverified,5,0.63,0.86,4.0,5257,186.21.247.185,2024-05-26 18:22:44,PC,4,True
853,1 year,verified,86,0.97,0.69,4.2,5312,214.62.96.188,2024-02-28 19:22:44,PC,0,True
854,3 years,unverified,93,0.47,0.83,1.5,2334,159.48.120.127,2024-09-10 04:55:11,PC,4,True
855,1 month,unverified,37,0.11,0.44,3.0,2129,137.14.179.124,2024-06-20 19:48:20,Mobile,1,False
856,2 years,unverified,43,0.11,0.17,3.5,9378,208.159.31.234,2024-08-07 11:28:12,Tablet,3,True
857,2 years,verified,26,0.22,0.16,2.9,642,201.47.200.60,2024-05-09 23:03:35,Mobile,1,False
858,1 year,verified,12,0.85,0.17,2.0,7333,174.177.148.232,2024-05-03 10:13:49,PC,0,False
859,1 year,verified,98,0.95,0.85,1.0,4844,152.245.61.2,2024-08-22 09:57:53,Tablet,3,True
860,1 month,verified,81,0.16,0.5,4.6,6943,169.11.210.222,2024-09-01 23:00:07,PC,5,False
861,1 month,unverified,98,0.35,0.5,3.5,2893,192.69.130.2,2024-03-18 00:45:36,Tablet,5,True
862,1 year,unverified,41,0.57,0.88,2.7,9740,217.166.75.5,2024-03-01 11:54:58,PC,0,True
863,1 year,verified,59,0.43,0.98,2.4,7148,216.188.214.227,2024-04-30 06:58:45,Tablet,2,False
864,2 years,verified,78,0.9,0.14,1.8,4680,42.244.227.108,2024-02-02 21:31:12,Mobile,2,False
865,2 years,unverified,20,0.16,0.18,3.8,5837,21.138.66.90,2024-09-02 22:11:31,Mobile,5,True
866,1 year,unverified,13,0.79,0.4,1.7,3689,3.65.212.40,2024-04-25 02:51:56,Mobile,1,True
867,3 years,unverified,24,0.65,0.46,2.3,4828,208.185.59.146,2024-05-18 05:08:05,Mobile,2,True
868,1 month,unverified,68,0.6,0.37,2.4,8159,123.5.25.48,2024-07-21 15:06:58,Tablet,0,False
869,2 years,verified,92,0.72,0.89,2.4,1003,203.64.77.43,2024-09-11 04:11:18,Mobile,3,False
870,6 months,verified,62,0.85,0.57,2.9,1266,71.65.139.110,2024-05-18 09:26:48,Tablet,2,False
871,3 years,unverified,51,0.56,0.58,4.7,5135,68.6.5.229,2024-04-07 22:11:52,Mobile,1,False
872,1 month,unverified,51,0.54,0.94,1.6,6911,69.107.254.2,2024-07-02 18:09:09,PC,0,False
873,2 years,unverified,92,0.56,0.48,3.8,2437,31.176.206.178,2024-08-01 03:01:05,Tablet,4,False
874,6 months,unverified,44,0.85,0.26,3.9,2158,204.233.251.163,2024-06-12 07:34:16,Tablet,5,False
875,1 month,unverified,94,0.76,0.79,2.0,8746,170.186.54.47,2024-01-05 18:16:42,Mobile,2,True
876,1 year,unverified,56,0.11,0.62,3.5,6295,120.174.187.108,2024-01-02 17:07:38,PC,3,True
877,6 months,unverified,47,0.5,0.25,1.9,7058,190.2.38.190,2024-01-08 17:06:00,Tablet,0,False
878,2 years,verified,41,0.98,0.29,4.5,3098,208.35.144.21,2024-03-22 10:34:27,PC,0,True
879,1 year,verified,50,0.72,0.2,1.5,7565,117.125.126.85,2024-01-15 20:45:33,Mobile,5,False
880,1 month,unverified,54,0.27,0.33,3.4,1970,69.158.133.10,2024-04-30 07:45:14,Mobile,4,False
881,1 year,unverified,29,0.46,0.86,4.9,779,201.186.197.208,2024-03-22 16:04:17,Mobile,5,True
882,6 months,verified,86,0.93,0.82,2.6,3929,70.234.203.128,2024-02-13 11:43:13,Tablet,3,True
883,1 month,verified,84,0.91,0.85,2.3,5226,223.94.24.228,2024-01-11 23:25:28,Tablet,2,False
884,3 years,verified,76,0.58,0.21,4.8,799,24.188.62.232,2024-05-01 19:32:38,Tablet,3,False
885,3 years,unverified,8,0.86,0.85,4.0,5542,14.146.113.241,2024-08-14 14:57:45,PC,0,True
886,3 years,unverified,24,0.7,0.22,4.5,5658,16.193.20.167,2024-01-11 22:19:44,Mobile,4,True
887,1 year,unverified,21,0.6,1.0,2.8,4455,160.125.172.67,2024-01-29 20:44:20,Tablet,5,True
888,6 months,unverified,53,0.58,0.33,3.2,4240,41.173.31.31,2024-01-03 00:20:40,PC,0,True
889,1 year,unverified,68,0.95,0.59,3.5,408,93.192.1.5,2024-08-10 20:58:36,Mobile,4,False
890,3 years,unverified,92,0.49,0.48,3.4,2045,23.246.224.179,2024-04-08 23:46:26,PC,5,True
891,2 years,verified,19,0.67,0.58,4.4,479,69.203.132.94,2024-05-04 02:28:52,Mobile,0,True
892,6 months,verified,74,0.56,0.48,3.3,3025,201.49.217.118,2024-08-07 08:43:41,PC,1,False
893,3 years,verified,93,0.44,0.96,3.4,2982,215.131.27.137,2024-02-06 12:23:22,Tablet,5,False
894,2 years,unverified,68,0.35,0.17,1.8,5317,208.212.37.199,2024-01-04 08:48:56,Tablet,1,False
895,1 month,verified,38,0.79,1.0,1.2,443,218.38.138.158,2024-05-26 09:57:35,Tablet,5,True
896,6 months,verified,55,0.48,0.25,4.0,6819,198.186.187.69,2024-06-19 14:33:10,Tablet,3,True
897,1 year,verified,84,0.88,0.94,1.2,2110,156.114.206.65,2024-09-26 07:12:16,PC,3,False
898,1 year,unverified,29,0.14,0.74,1.2,8894,37.214.193.203,2024-07-13 18:53:01,Tablet,2,True
899,1 year,verified,1,0.85,0.41,1.6,2801,143.84.168.57,2024-05-10 04:25:47,Mobile,2,False
900,6 months,verified,23,0.33,0.21,2.1,8457,192.40.50.254,2024-09-08 10:59:37,Tablet,3,False
901,1 month,unverified,96,0.79,0.62,2.4,6992,192.251.171.169,2024-09-04 10:05:54,PC,3,True
902,6 months,verified,89,0.44,0.97,4.0,6423,189.192.78.229,2024-01-25 04:31:18,Mobile,3,False
903,6 months,unverified,88,0.5,0.18,4.6,1112,39.47.124.63,2024-09-22 06:16:53,Mobile,5,False
904,2 years,verified,25,0.62,0.46,4.1,6307,12.200.105.74,2024-07-04 14:16:55,Mobile,1,True
905,1 year,unverified,39,0.53,0.17,3.6,6170,98.58.174.33,2024-04-05 20:40:52,Mobile,3,False
906,1 month,verified,4,0.46,0.64,4.7,2794,177.55.217.16,2024-08-25 21:12:32,Mobile,3,False
907,1 year,verified,44,0.35,0.96,3.2,8311,51.180.252.100,2024-06-09 06:33:08,Tablet,2,False
908,6 months,unverified,18,0.59,0.36,4.4,9045,129.169.185.156,2024-05-30 08:18:43,Mobile,3,True
909,1 year,verified,15,0.37,0.56,2.6,3495,124.177.196.130,2024-01-15 23:07:42,Mobile,1,True
910,6 months,unverified,68,0.52,0.61,3.5,9683,66.144.125.109,2024-02-17 11:04:51,Mobile,0,False
911,1 year,unverified,92,0.92,0.17,4.5,4396,171.21.85.75,2024-03-09 08:20:58,Tablet,0,False
912,3 years,unverified,47,0.54,0.38,3.8,8992,180.239.212.248,2024-09-11 07:59:51,PC,0,True
913,1 year,unverified,4,0.57,0.25,2.7,5680,201.237.200.224,2024-03-22 02:38:48,PC,1,True
914,1 month,unverified,39,0.24,0.28,3.8,8678,222.161.42.79,2024-08-18 00:41:25,PC,1,False
915,1 year,verified,81,0.65,0.29,2.2,7526,193.158.38.159,2024-03-14 18:39:45,Tablet,3,False
916,1 month,verified,85,0.68,0.92,1.8,9941,137.122.161.122,2024-08-19 17:03:29,Tablet,2,False
917,6 months,verified,25,0.62,0.48,5.0,1581,152.125.125.151,2024-08-21 13:21:32,Mobile,1,True
918,2 years,verified,63,0.11,0.72,2.0,8599,121.140.58.238,2024-03-20 16:41:24,Tablet,4,True
919,6 months,verified,89,0.57,0.55,2.5,6455,46.38.30.177,2024-08-27 16:55:25,PC,5,True
920,2 years,unverified,47,0.25,0.57,1.9,8007,64.159.24.35,2024-09-09 12:49:37,Tablet,5,False
921,2 years,unverified,77,0.52,0.87,4.1,4396,193.69.167.22,2024-07-03 23:16:15,Mobile,5,False
922,6 months,unverified,37,0.21,0.49,1.4,8735,219.73.92.189,2024-03-07 15:09:12,PC,4,True
923,1 year,unverified,32,0.54,0.37,4.9,9943,71.7.120.149,2024-06-21 10:31:20,Mobile,4,False
924,6 months,unverified,59,0.66,0.41,4.8,2268,156.253.141.68,2024-07-29 19:47:45,Tablet,1,False
925,3 years,verified,38,0.42,0.11,4.1,6805,202.194.125.146,2024-06-01 02:49:56,Tablet,2,False
926,1 year,unverified,16,0.53,0.19,1.5,7371,216.162.59.199,2024-09-04 15:05:18,PC,4,True
927,1 month,unverified,100,0.67,0.21,4.2,4607,79.222.188.164,2024-03-15 05:21:58,Tablet,5,True
928,2 years,verified,41,0.18,0.5,3.0,4918,33.156.199.131,2024-06-14 05:06:18,PC,1,True
929,1 year,verified,65,0.86,0.7,3.5,4014,164.131.207.177,2024-04-15 08:05:33,PC,2,False
930,2 years,unverified,47,0.45,0.26,1.7,2858,2.218.223.3,2024-06-09 20:00:02,PC,0,True
931,2 years,verified,9,0.59,0.19,3.3,7620,177.178.122.188,2024-04-23 01:50:28,Mobile,0,False
932,1 year,verified,34,0.12,0.2,1.7,8639,194.28.167.145,2024-03-14 21:17:44,Tablet,0,False
933,1 month,unverified,4,0.55,0.87,2.9,748,201.151.243.158,2024-03-02 13:25:54,PC,1,True
934,3 years,verified,96,0.62,0.43,3.5,4568,193.241.20.166,2024-06-26 06:41:03,PC,1,True
935,6 months,verified,61,0.42,0.93,1.7,7393,208.40.183.89,2024-02-05 05:57:50,Mobile,3,True
936,2 years,verified,41,0.73,0.72,2.9,1901,185.89.244.151,2024-04-08 22:39:54,Mobile,0,False
937,6 months,unverified,23,0.41,0.21,2.7,5470,163.98.152.240,2024-04-14 02:35:45,Tablet,3,True
938,1 year,unverified,90,0.95,0.39,4.7,8124,178.192.43.30,2024-04-05 09:15:48,Mobile,4,False
939,1 month,verified,31,0.86,0.98,4.9,9055,189.39.205.240,2024-01-28 18:43:22,Tablet,3,True
940,6 months,unverified,29,0.41,0.51,2.6,6762,95.168.57.79,2024-05-26 10:29:11,Tablet,0,True
941,3 years,unverified,63,0.97,0.35,4.6,8626,58.239.115.75,2024-02-02 12:34:43,PC,5,False
942,1 month,unverified,47,0.83,0.15,1.1,1250,173.8.215.212,2024-02-17 20:49:12,Mobile,4,True
943,2 years,unverified,41,0.9,0.76,2.5,1485,117.174.171.226,2024-04-18 05:25:06,PC,1,False
944,6 months,verified,80,0.59,0.35,4.8,5448,157.56.46.228,2024-08-28 10:34:06,PC,5,True
945,1 month,unverified,78,0.73,0.66,4.5,4635,132.140.55.202,2024-04-09 18:27:36,Mobile,5,False
946,6 months,verified,58,0.39,0.45,1.4,8972,143.75.127.110,2024-03-09 01:48:29,PC,3,True
947,1 year,unverified,16,0.76,0.31,2.5,9409,187.5.197.39,2024-08-09 15:08:59,Tablet,0,False
948,6 months,unverified,34,0.43,0.21,1.5,8297,90.75.65.134,2024-01-07 01:23:35,Tablet,5,False
949,2 years,verified,54,0.6,0.15,1.4,8847,187.25.173.134,2024-07-02 14:53:46,Tablet,2,False
950,1 year,unverified,23,0.91,0.77,1.2,8443,138.94.57.49,2024-01-13 18:08:31,Mobile,3,True
951,1 month,unverified,63,0.89,0.37,3.3,3431,116.23.171.157,2024-01-01 14:21:59,PC,5,True
952,1 year,verified,56,0.82,0.87,2.7,2404,195.23.24.145,2024-06-21 11:23:29,Mobile,0,True
953,1 month,unverified,45,0.81,0.3,3.3,6676,217.237.120.193,2024-05-09 23:59:01,PC,3,False
954,6 months,verified,87,0.27,0.52,3.6,9779,56.251.250.39,2024-07-11 12:02:33,Tablet,5,True
955,1 year,unverified,95,0.93,0.93,2.3,5662,214.216.48.201,2024-04-29 18:37:13,Tablet,0,False
956,3 years,unverified,26,0.13,0.86,5.0,4054,21.46.223.102,2024-05-04 19:39:44,PC,3,True
957,1 month,unverified,53,0.81,0.61,1.9,5282,48.197.55.182,2024-07-19 16:53:25,Mobile,2,True
958,1 month,verified,17,0.91,0.34,1.2,3767,116.19.244.29,2024-05-21 09:49:50,Tablet,3,False
959,6 months,unverified,95,0.78,0.93,1.1,8280,122.78.20.36,2024-08-04 11:13:29,Tablet,2,False
960,1 year,verified,57,0.19,0.37,2.1,5429,6.121.176.59,2024-06-05 22:56:36,PC,0,False
961,6 months,unverified,85,0.17,0.74,3.0,2137,35.221.49.244,2024-05-14 04:01:20,Tablet,1,True
962,1 month,unverified,97,0.41,0.36,2.4,8976,148.76.49.157,2024-08-02 12:30:06,Mobile,1,True
963,3 years,unverified,38,0.92,0.98,2.5,4418,132.107.176.249,2024-04-14 21:51:17,Mobile,1,True
964,1 month,verified,5,0.9,0.73,1.8,6941,216.77.36.129,2024-04-28 21:18:44,Tablet,5,False
965,2 years,unverified,86,0.8,0.35,4.5,235,143.120.101.192,2024-06-21 07:35:46,Tablet,5,True
966,1 year,unverified,50,0.99,0.78,4.5,5998,179.125.108.22,2024-05-07 22:32:43,Tablet,3,True
967,2 years,verified,70,0.75,0.85,1.3,9733,195.160.220.225,2024-07-22 16:31:35,Mobile,5,True
968,2 years,verified,10,0.57,0.17,1.3,318,197.96.108.75,2024-09-12 02:27:07,Mobile,5,True
969,6 months,unverified,55,0.18,0.36,4.2,3525,81.67.211.176,2024-09-03 08:04:40,PC,1,True
970,3 years,verified,78,0.86,0.39,4.6,7637,128.185.200.207,2024-01-29 23:35:31,PC,5,True
971,6 months,unverified,85,0.54,0.23,4.7,9998,3.80.181.25,2024-06-10 19:10:52,PC,3,False
972,6 months,unverified,17,0.11,0.91,4.1,1302,13.178.21.173,2024-10-01 07:32:12,Mobile,1,True
973,3 years,verified,37,0.32,0.23,4.3,3741,2.165.143.235,2024-04-16 21:18:22,PC,1,False
974,3 years,unverified,12,0.11,0.71,2.4,5133,167.212.144.147,2024-08-12 04:23:43,Mobile,4,False
975,1 year,unverified,62,0.82,0.61,3.7,7284,202.170.213.216,2024-08-11 04:05:13,Tablet,4,True
976,2 years,unverified,60,0.53,0.12,4.2,4824,218.17.157.225,2024-02-20 04:54:22,PC,2,True
977,6 months,verified,42,0.6,0.91,2.1,9440,175.71.203.119,2024-07-28 09:12:56,Tablet,3,False
978,3 years,verified,58,0.11,0.32,2.1,9407,73.156.106.28,2024-01-27 21:13:56,Mobile,0,True
979,1 year,verified,11,0.35,0.18,3.8,1549,128.134.137.241,2024-02-06 18:26:52,Mobile,2,False
980,3 years,verified,29,0.43,0.32,4.6,9853,193.206.125.21,2024-05-30 12:37:06,Tablet,5,True
981,3 years,verified,63,0.87,0.24,4.4,5656,58.138.44.136,2024-09-24 10:10:42,Mobile,2,True
982,1 year,unverified,68,0.35,0.1,3.7,8659,180.78.197.127,2024-02-09 20:41:02,Tablet,1,False
983,3 years,unverified,3,0.91,0.16,1.3,6185,188.191.20.242,2024-07-01 05:22:33,Tablet,2,True
984,1 month,unverified,39,0.82,0.86,3.9,405,199.166.108.248,2024-08-05 03:58:45,Tablet,2,True
985,3 years,unverified,47,0.9,0.65,1.6,9231,87.34.28.224,2024-03-07 05:14:37,PC,4,True
986,2 years,unverified,41,0.63,0.12,3.8,5554,210.125.131.116,2024-01-14 05:41:08,Tablet,3,True
987,6 months,unverified,37,0.41,0.75,2.0,5515,111.31.43.1,2024-06-09 09:08:26,PC,3,True
988,1 month,unverified,35,0.5,0.67,2.8,8141,89.65.75.4,2024-01-06 09:02:43,PC,3,True
989,1 month,unverified,1,0.5,0.75,3.6,344,135.48.40.173,2024-01-17 13:52:01,Tablet,4,True
990,1 month,verified,17,0.78,0.32,1.2,2152,206.129.13.25,2024-06-22 01:31:22,Mobile,3,False
991,6 months,verified,16,0.74,0.88,4.5,2856,170.205.194.251,2024-01-11 18:10:31,Tablet,1,False
992,2 years,verified,24,0.7,0.68,2.1,1362,65.57.108.217,2024-01-21 06:48:39,PC,3,False
993,1 year,verified,87,0.73,0.7,4.9,2220,170.97.240.234,2024-03-17 14:34:23,PC,5,False
994,2 years,unverified,90,0.79,0.16,2.9,4055,152.67.186.5,2024-06-21 18:08:02,Mobile,4,False
